PERIOD	SM0	SM1	SM2	SM3	SM4	SM5	L2	MC1	MC2	MC3
2.7639579878e-07	8.542498e+00	8.509678e+00	8.504943e+00	8.484518e+00	8.365425e+00	8.351507e+00	1.212956e-01	3.784211e-01	3.784211e-01	3.784211e-01
2.7639579878e-07	8.524608e+00	8.427094e+00	8.276738e+00	7.911441e+00	8.578897e+00	8.178562e+00	1.431686e-01	2.551595e-01	2.551595e-01	2.551595e-01
2.7639579878e-07	8.102567e+00	8.170520e+00	8.554893e+00	8.323098e+00	8.234846e+00	8.795010e+00	1.302437e-01	3.768509e-01	3.768509e-01	3.768509e-01
2.7639579878e-07	8.591375e+00	8.279584e+00	8.137706e+00	7.828259e+00	8.546012e+00	8.087308e+00	1.451571e-01	3.485871e-01	3.485871e-01	3.485871e-01
2.7639579878e-07	8.212667e+00	8.811679e+00	8.224499e+00	8.513354e+00	8.390220e+00	8.120069e+00	1.242783e-01	3.784211e-01	3.784211e-01	3.784211e-01
2.7639579878e-07	8.391761e+00	8.201744e+00	7.943553e+00	8.894793e+00	8.395492e+00	8.784160e+00	1.235326e-01	2.857786e-01	2.857786e-01	2.857786e-01
2.7639579878e-07	8.304079e+00	8.150543e+00	8.440217e+00	8.586686e+00	8.409583e+00	7.869478e+00	1.503767e-01	3.054062e-01	3.054062e-01	3.054062e-01
2.7639579878e-07	8.422254e+00	8.209044e+00	8.600500e+00	8.488114e+00	8.089369e+00	8.680050e+00	1.486368e-01	3.854870e-01	3.854870e-01	3.854870e-01
2.7639579878e-07	8.115926e+00	8.317144e+00	8.524201e+00	8.556621e+00	8.367966e+00	8.608157e+00	1.307408e-01	3.485871e-01	3.485871e-01	3.485871e-01
2.7639579878e-07	8.194660e+00	8.637245e+00	8.260230e+00	8.638895e+00	8.101607e+00	8.203652e+00	1.314864e-01	3.485871e-01	3.485871e-01	3.485871e-01
2.7639579878e-07	8.111554e+00	8.328620e+00	8.173922e+00	8.284697e+00	8.167327e+00	8.678586e+00	1.332263e-01	3.619339e-01	3.619339e-01	3.619339e-01
2.7639579878e-07	8.459287e+00	7.779056e+00	8.324490e+00	7.950458e+00	9.024212e+00	8.250121e+00	1.416773e-01	3.297445e-01	3.297445e-01	3.297445e-01
2.7639579878e-07	8.221481e+00	8.944208e+00	8.429987e+00	8.551544e+00	8.235955e+00	8.133249e+00	1.252725e-01	3.391658e-01	3.391658e-01	3.391658e-01
2.7639579878e-07	8.363072e+00	8.884410e+00	8.126061e+00	8.498182e+00	8.469487e+00	8.616372e+00	1.369547e-01	3.391658e-01	3.391658e-01	3.391658e-01
2.7639579878e-07	8.371283e+00	8.324605e+00	8.105971e+00	8.368352e+00	7.964406e+00	8.362172e+00	1.463998e-01	3.642892e-01	3.642892e-01	3.642892e-01
2.7639579878e-07	8.356216e+00	7.766305e+00	8.018482e+00	8.375790e+00	8.679816e+00	8.188559e+00	1.396888e-01	3.281743e-01	3.281743e-01	3.281743e-01
2.7639579878e-07	8.578046e+00	8.741008e+00	8.383638e+00	8.328863e+00	8.564247e+00	8.292994e+00	1.352148e-01	3.729253e-01	3.729253e-01	3.729253e-01
2.7639579878e-07	8.553983e+00	8.749696e+00	7.998734e+00	7.845750e+00	8.033524e+00	8.597770e+00	1.304922e-01	3.572232e-01	3.572232e-01	3.572232e-01
2.7639579878e-07	8.401204e+00	8.626261e+00	7.817699e+00	8.560904e+00	8.065748e+00	8.455104e+00	1.240297e-01	3.273892e-01	3.273892e-01	3.273892e-01
2.7639579878e-07	8.060142e+00	8.222813e+00	8.222197e+00	8.589464e+00	8.438675e+00	8.525629e+00	1.608161e-01	3.823466e-01	3.823466e-01	3.823466e-01
2.7639579878e-07	8.347992e+00	8.363930e+00	8.628188e+00	8.576058e+00	8.743037e+00	8.747586e+00	1.317350e-01	3.697849e-01	3.697849e-01	3.697849e-01
2.7639579878e-07	8.581100e+00	8.321656e+00	8.557686e+00	8.842821e+00	8.592647e+00	8.268543e+00	1.307408e-01	3.281743e-01	3.281743e-01	3.281743e-01
2.7639579878e-07	8.364069e+00	8.785240e+00	8.245169e+00	8.035979e+00	8.410148e+00	8.322656e+00	1.327292e-01	3.258190e-01	3.258190e-01	3.258190e-01
2.7639579878e-07	8.383429e+00	8.025482e+00	8.510707e+00	8.313755e+00	8.247560e+00	8.641120e+00	1.493825e-01	3.493722e-01	3.493722e-01	3.493722e-01
2.7639579878e-07	8.769721e+00	8.140178e+00	8.941393e+00	8.552592e+00	8.209376e+00	8.151523e+00	1.352148e-01	3.305296e-01	3.305296e-01	3.305296e-01
2.7639579878e-07	8.411165e+00	8.453481e+00	8.232657e+00	8.145202e+00	7.992285e+00	8.044099e+00	1.327292e-01	3.580083e-01	3.580083e-01	3.580083e-01
2.7639579878e-07	8.155432e+00	8.453354e+00	8.525773e+00	8.249449e+00	8.393626e+00	8.493235e+00	1.580820e-01	3.807764e-01	3.807764e-01	3.807764e-01
2.7639579878e-07	8.125354e+00	8.552564e+00	8.416384e+00	8.065136e+00	8.162264e+00	8.297610e+00	1.120990e-01	3.218935e-01	3.218935e-01	3.218935e-01
2.7639579878e-07	8.186050e+00	8.271006e+00	8.424942e+00	8.808583e+00	8.569468e+00	8.350339e+00	1.362090e-01	3.430913e-01	3.430913e-01	3.430913e-01
2.7639579878e-07	8.396326e+00	8.329897e+00	8.588391e+00	8.578822e+00	8.274894e+00	8.574162e+00	1.486368e-01	3.054062e-01	3.054062e-01	3.054062e-01
2.7639579878e-07	7.802506e+00	8.438393e+00	7.600517e+00	8.507970e+00	8.081922e+00	8.192469e+00	1.327292e-01	3.305296e-01	3.305296e-01	3.305296e-01
2.7639579878e-07	8.474623e+00	8.090902e+00	7.986147e+00	8.368165e+00	8.352425e+00	8.414809e+00	1.292494e-01	4.192466e-01	4.192466e-01	4.192466e-01
2.7639579878e-07	8.712331e+00	8.407232e+00	8.524842e+00	8.594650e+00	8.251138e+00	8.237335e+00	1.337235e-01	3.462317e-01	3.462317e-01	3.462317e-01
2.7639579878e-07	7.754729e+00	8.163493e+00	8.781574e+00	8.603183e+00	8.577685e+00	8.276347e+00	1.324807e-01	3.038360e-01	3.038360e-01	3.038360e-01
2.7639579878e-07	8.422199e+00	8.418532e+00	7.961620e+00	8.413342e+00	8.094461e+00	7.909424e+00	1.498796e-01	2.834233e-01	2.834233e-01	2.834233e-01
2.7639579878e-07	8.314673e+00	8.188064e+00	8.001328e+00	8.353272e+00	8.312093e+00	8.648235e+00	1.441628e-01	4.192466e-01	4.192466e-01	4.192466e-01
2.7639579878e-07	8.384150e+00	8.286823e+00	8.251980e+00	7.962975e+00	8.025842e+00	7.819958e+00	1.076250e-01	3.540828e-01	3.540828e-01	3.540828e-01
2.7639579878e-07	8.432887e+00	8.362766e+00	8.105437e+00	8.868034e+00	8.553254e+00	8.323308e+00	1.352148e-01	3.847019e-01	3.847019e-01	3.847019e-01
2.7639579878e-07	8.536247e+00	8.117947e+00	8.377532e+00	8.720837e+00	8.421507e+00	8.690656e+00	1.436657e-01	2.818531e-01	2.818531e-01	2.818531e-01
2.7639579878e-07	8.445933e+00	8.441039e+00	8.321595e+00	8.060819e+00	8.523347e+00	8.130411e+00	1.237812e-01	3.211084e-01	3.211084e-01	3.211084e-01
2.7639579878e-07	8.348374e+00	7.929294e+00	7.986992e+00	8.386240e+00	8.417202e+00	7.851663e+00	1.459027e-01	3.423062e-01	3.423062e-01	3.423062e-01
2.7639579878e-07	8.323554e+00	8.073304e+00	7.481823e+00	8.306378e+00	8.419929e+00	8.481569e+00	1.329778e-01	4.004041e-01	4.004041e-01	4.004041e-01
2.7639579878e-07	8.666862e+00	8.570620e+00	8.348741e+00	8.582918e+00	7.887455e+00	8.304070e+00	1.255211e-01	3.203232e-01	3.203232e-01	3.203232e-01
2.7639579878e-07	8.211129e+00	8.203119e+00	8.540543e+00	8.530931e+00	8.523970e+00	8.707478e+00	1.334749e-01	4.074700e-01	4.074700e-01	4.074700e-01
2.7639579878e-07	8.439047e+00	8.617950e+00	8.627106e+00	8.471378e+00	8.471299e+00	7.984782e+00	1.608161e-01	2.747871e-01	2.747871e-01	2.747871e-01
2.7639579878e-07	8.304235e+00	8.294445e+00	8.500484e+00	8.440143e+00	8.221069e+00	8.293072e+00	1.255211e-01	3.383807e-01	3.383807e-01	3.383807e-01
2.7639579878e-07	7.978442e+00	7.997856e+00	8.675061e+00	8.334136e+00	8.550686e+00	8.900148e+00	1.456542e-01	3.493722e-01	3.493722e-01	3.493722e-01
2.7639579878e-07	8.373979e+00	8.332653e+00	8.147830e+00	8.680301e+00	8.373230e+00	8.043930e+00	1.327292e-01	3.493722e-01	3.493722e-01	3.493722e-01
2.7639579878e-07	8.569029e+00	8.348792e+00	8.237132e+00	8.320689e+00	8.339870e+00	8.186467e+00	1.541051e-01	3.894126e-01	3.894126e-01	3.894126e-01
2.7639579878e-07	8.455677e+00	7.956675e+00	8.230698e+00	8.361845e+00	8.177993e+00	8.667371e+00	1.053880e-01	3.674296e-01	3.674296e-01	3.674296e-01
2.7639579878e-07	7.973050e+00	7.735509e+00	7.996798e+00	7.436921e+00	7.926401e+00	8.582435e+00	1.409316e-01	3.336700e-01	3.336700e-01	3.336700e-01
2.7639579878e-07	6.512278e+00	7.335023e+00	7.190677e+00	7.953098e+00	7.422760e+00	7.121550e+00	1.175673e-01	2.229701e-01	2.229701e-01	2.229701e-01
2.7639579878e-07	4.801923e+00	4.951002e+00	5.002004e+00	6.370701e+00	6.120355e+00	5.756734e+00	1.207985e-01	4.710636e-03	4.710636e-03	4.710636e-03
2.7639579878e-07	3.312340e+00	2.936286e+00	3.080778e+00	3.541078e+00	3.561036e+00	3.379075e+00	1.222898e-01	3.925530e-03	3.925530e-03	3.925530e-03
2.7639579878e-07	1.780000e+00	1.780000e+00	1.780000e+00	1.780000e+00	1.780000e+00	1.780000e+00	6.959585e-03	1.570212e-03	1.570212e-03	1.570212e-03
2.7639579878e-07	1.780000e+00	1.780000e+00	1.780000e+00	1.780000e+00	1.780000e+00	1.780000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.7639579878e-07	1.780000e+00	1.780000e+00	1.780000e+00	1.780000e+00	1.780000e+00	1.780000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.7639579878e-07	1.780000e+00	1.780000e+00	1.780000e+00	1.780000e+00	1.780000e+00	1.780000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.7639579878e-07	1.780000e+00	1.780000e+00	1.780000e+00	1.780000e+00	1.780000e+00	1.780000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.7639579878e-07	1.780000e+00	1.780000e+00	1.780000e+00	1.780000e+00	1.780000e+00	1.780000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.7639579878e-07	1.780000e+00	1.780000e+00	1.780000e+00	1.780000e+00	1.780000e+00	1.780000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.7639579878e-07	1.780000e+00	1.780000e+00	1.780000e+00	1.780000e+00	1.780000e+00	1.780000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.7639579878e-07	1.780000e+00	1.780000e+00	1.780000e+00	1.780000e+00	1.780000e+00	1.780000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.7639579878e-07	1.780000e+00	1.780000e+00	1.780000e+00	1.780000e+00	1.780000e+00	1.780000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.7639579878e-07	5.977249e+00	5.990269e+00	5.977227e+00	5.978408e+00	5.990291e+00	5.977249e+00	4.623153e-02	2.355318e-03	2.355318e-03	2.355318e-03
2.7639579878e-07	3.298105e+00	3.305605e+00	3.318052e+00	3.325879e+00	3.313974e+00	3.303959e+00	7.357275e-02	0.000000e+00	0.000000e+00	0.000000e+00
2.7639579878e-07	2.651102e+00	2.639272e+00	2.633706e+00	2.645176e+00	2.630882e+00	2.645393e+00	1.237812e-01	3.925530e-03	3.925530e-03	3.925530e-03
2.7639579878e-07	3.889712e+00	3.727593e+00	3.689205e+00	3.599341e+00	3.643756e+00	3.788697e+00	1.700127e-01	3.650743e-01	3.650743e-01	3.650743e-01
2.7639579878e-07	3.534557e+00	3.574004e+00	3.627145e+00	3.615086e+00	3.594995e+00	3.542141e+00	1.046423e-01	1.655789e+00	1.655789e+00	1.655789e+00
2.7639579878e-07	2.679827e+00	2.744022e+00	2.721052e+00	2.769498e+00	2.750799e+00	2.708926e+00	3.069674e-01	5.652763e-01	5.652763e-01	5.652763e-01
2.7639579878e-07	2.223690e+00	2.190449e+00	2.193798e+00	2.162798e+00	2.224677e+00	2.187922e+00	3.253606e-01	0.000000e+00	0.000000e+00	0.000000e+00
2.7639579878e-07	3.240238e+00	2.764023e+00	2.776942e+00	2.651692e+00	2.573392e+00	2.973903e+00	3.991819e-01	0.000000e+00	0.000000e+00	0.000000e+00
2.7639579878e-07	4.809718e+00	4.153034e+00	4.403687e+00	4.684661e+00	4.472753e+00	3.819702e+00	6.181603e-01	0.000000e+00	0.000000e+00	0.000000e+00
2.7639579878e-07	5.792768e+00	6.471556e+00	6.388426e+00	5.218870e+00	5.572526e+00	5.058427e+00	3.124356e-01	9.421272e-03	9.421272e-03	9.421272e-03
2.7639579878e-07	3.835070e+00	3.747517e+00	3.718507e+00	5.015266e+00	4.382557e+00	4.262611e+00	1.705098e-01	1.232616e-01	1.232616e-01	1.232616e-01
2.7639579878e-07	3.662731e+00	3.733964e+00	3.697156e+00	3.319935e+00	3.773798e+00	3.778483e+00	1.600705e-01	7.505613e-01	7.505613e-01	7.505613e-01
2.7639579878e-07	3.176677e+00	3.349120e+00	3.252154e+00	3.284195e+00	3.499191e+00	3.733337e+00	2.460710e-01	1.085802e+00	1.085802e+00	1.085802e+00
2.7639579878e-07	2.660045e+00	2.639746e+00	2.931487e+00	2.887292e+00	2.488978e+00	2.720911e+00	3.074645e-01	5.283763e-01	5.283763e-01	5.283763e-01
2.7639579878e-07	2.865857e+00	2.379757e+00	2.217791e+00	2.508109e+00	2.419457e+00	2.430505e+00	3.628926e-01	4.475104e-02	4.475104e-02	4.475104e-02
2.7639579878e-07	4.809481e+00	4.278157e+00	4.428573e+00	3.249405e+00	4.036199e+00	3.226487e+00	5.515471e-01	2.826382e-02	2.826382e-02	2.826382e-02
2.7639579878e-07	3.364544e+00	3.720896e+00	4.057792e+00	4.175895e+00	3.701143e+00	4.142037e+00	3.452451e-01	2.669360e-02	2.669360e-02	2.669360e-02
2.7639579878e-07	4.574066e+00	4.679420e+00	4.201982e+00	5.855408e+00	4.158871e+00	4.751476e+00	2.619787e-01	3.925530e-02	3.925530e-02	3.925530e-02
2.7639579878e-07	4.254434e+00	3.695050e+00	4.120415e+00	3.857682e+00	4.801318e+00	4.446299e+00	1.824405e-01	4.514359e-01	4.514359e-01	4.514359e-01
2.7639579878e-07	3.290531e+00	4.009558e+00	3.241127e+00	3.913897e+00	3.735598e+00	4.325123e+00	2.490537e-01	7.215124e-01	7.215124e-01	7.215124e-01
2.7639579878e-07	3.575716e+00	2.814805e+00	3.707237e+00	2.887864e+00	3.512559e+00	2.940100e+00	2.791291e-01	6.037465e-01	6.037465e-01	6.037465e-01
2.7639579878e-07	2.998899e+00	3.194892e+00	2.608023e+00	2.412185e+00	3.006735e+00	2.899298e+00	3.087073e-01	3.305296e-01	3.305296e-01	3.305296e-01
2.7639579878e-07	3.612750e+00	4.067003e+00	3.840695e+00	3.053385e+00	2.718779e+00	4.039361e+00	3.862570e-01	3.061913e-01	3.061913e-01	3.061913e-01
2.7639579878e-07	2.705742e+00	3.502795e+00	4.124261e+00	3.437867e+00	3.237242e+00	3.343766e+00	3.024934e-01	9.970846e-02	9.970846e-02	9.970846e-02
2.7639579878e-07	4.480048e+00	3.746467e+00	3.971083e+00	4.446918e+00	4.390754e+00	4.803288e+00	3.912281e-01	5.103189e-02	5.103189e-02	5.103189e-02
2.7639579878e-07	4.001541e+00	3.205067e+00	3.935195e+00	4.071518e+00	4.400380e+00	3.727626e+00	2.418456e-01	1.962765e-01	1.962765e-01	1.962765e-01
2.7639579878e-07	3.316042e+00	3.586210e+00	3.167108e+00	3.323567e+00	3.770829e+00	3.742541e+00	2.338918e-01	4.459402e-01	4.459402e-01	4.459402e-01
2.7639579878e-07	4.051766e+00	3.287110e+00	3.532083e+00	3.658832e+00	3.255296e+00	3.625965e+00	2.020765e-01	4.954019e-01	4.954019e-01	4.954019e-01
2.7639579878e-07	3.371082e+00	3.453745e+00	3.181944e+00	2.910593e+00	3.352112e+00	2.828130e+00	2.607359e-01	5.597806e-01	5.597806e-01	5.597806e-01
2.7639579878e-07	4.077483e+00	4.345117e+00	2.811781e+00	2.698478e+00	3.444021e+00	2.875478e+00	3.290889e-01	2.677211e-01	2.677211e-01	2.677211e-01
2.7639579878e-07	2.414707e+00	3.469619e+00	4.506702e+00	3.046674e+00	3.012956e+00	3.345595e+00	2.987650e-01	1.813595e-01	1.813595e-01	1.813595e-01
2.7639579878e-07	3.744471e+00	3.012984e+00	3.386608e+00	3.875126e+00	3.587104e+00	4.484153e+00	3.435052e-01	1.656574e-01	1.656574e-01	1.656574e-01
2.7639579878e-07	3.244809e+00	4.149615e+00	3.544708e+00	4.184573e+00	3.694166e+00	3.011503e+00	3.067188e-01	4.475104e-02	4.475104e-02	4.475104e-02
2.7639579878e-07	4.607955e+00	3.908130e+00	3.537815e+00	3.247687e+00	4.399699e+00	4.037848e+00	2.371230e-01	3.273892e-01	3.273892e-01	3.273892e-01
2.7639579878e-07	3.446673e+00	3.689138e+00	4.610823e+00	4.824346e+00	4.095638e+00	2.953609e+00	2.512907e-01	3.689998e-01	3.689998e-01	3.689998e-01
2.7639579878e-07	4.349584e+00	3.714971e+00	2.641718e+00	3.214695e+00	3.229946e+00	4.484594e+00	2.030707e-01	6.006061e-01	6.006061e-01	6.006061e-01
2.7639579878e-07	2.462850e+00	2.400288e+00	3.405357e+00	2.660940e+00	3.119401e+00	2.315773e+00	2.316548e-01	3.077616e-01	3.077616e-01	3.077616e-01
2.7639579878e-07	3.060700e+00	2.855949e+00	3.935435e+00	3.200721e+00	3.224144e+00	3.087546e+00	3.253606e-01	3.587934e-01	3.587934e-01	3.587934e-01
2.7639579878e-07	3.580761e+00	2.985676e+00	2.998542e+00	2.886146e+00	2.628761e+00	3.475086e+00	2.507936e-01	3.171828e-01	3.171828e-01	3.171828e-01
2.7639579878e-07	3.737087e+00	4.172068e+00	2.858838e+00	3.445242e+00	4.291970e+00	2.744719e+00	4.106155e-01	2.049127e-01	2.049127e-01	2.049127e-01
2.7639579878e-07	4.099328e+00	3.027347e+00	4.080873e+00	2.591641e+00	3.622121e+00	3.908251e+00	3.362971e-01	7.615528e-02	7.615528e-02	7.615528e-02
2.7639579878e-07	4.643165e+00	4.585496e+00	4.924008e+00	3.887155e+00	3.718488e+00	4.364021e+00	3.049789e-01	1.790042e-01	1.790042e-01	1.790042e-01
2.7639579878e-07	3.750395e+00	5.030391e+00	4.262988e+00	3.924961e+00	3.229336e+00	4.056849e+00	2.470653e-01	2.056978e-01	2.056978e-01	2.056978e-01
2.7639579878e-07	3.551627e+00	3.393297e+00	3.729178e+00	2.938956e+00	3.921491e+00	3.895036e+00	1.916371e-01	6.375061e-01	6.375061e-01	6.375061e-01
2.7639579878e-07	3.215074e+00	3.706487e+00	3.634302e+00	4.285587e+00	3.123427e+00	3.553961e+00	2.749036e-01	6.045316e-01	6.045316e-01	6.045316e-01
2.7639579878e-07	2.951882e+00	2.706887e+00	2.387120e+00	3.697308e+00	3.475517e+00	3.596376e+00	2.644642e-01	3.344552e-01	3.344552e-01	3.344552e-01
2.7639579878e-07	2.899056e+00	3.245466e+00	3.056674e+00	2.636186e+00	2.742806e+00	2.476398e+00	3.129328e-01	2.190446e-01	2.190446e-01	2.190446e-01
2.7639579878e-07	3.386236e+00	3.392630e+00	3.771202e+00	3.168207e+00	4.596401e+00	4.062952e+00	3.882454e-01	2.033425e-01	2.033425e-01	2.033425e-01
2.7639579878e-07	3.359951e+00	4.398043e+00	4.141252e+00	3.044877e+00	2.954639e+00	3.614625e+00	2.577532e-01	1.923510e-01	1.923510e-01	1.923510e-01
2.7639579878e-07	3.506030e+00	3.900127e+00	3.711996e+00	3.361289e+00	3.829921e+00	3.886315e+00	3.126842e-01	1.201212e-01	1.201212e-01	1.201212e-01
2.7639579878e-07	4.310142e+00	3.506287e+00	3.769298e+00	4.409739e+00	3.751890e+00	3.957686e+00	2.410999e-01	4.168913e-01	4.168913e-01	4.168913e-01
2.7639579878e-07	4.310177e+00	3.488494e+00	3.132546e+00	3.847882e+00	3.562572e+00	4.209676e+00	2.793776e-01	4.161062e-01	4.161062e-01	4.161062e-01
2.7639579878e-07	3.294805e+00	3.967878e+00	2.818161e+00	3.467036e+00	3.074267e+00	3.215636e+00	2.575046e-01	4.537913e-01	4.537913e-01	4.537913e-01
2.7639579878e-07	4.075624e+00	2.970805e+00	3.581991e+00	3.953004e+00	3.671618e+00	3.950568e+00	3.072160e-01	3.580083e-01	3.580083e-01	3.580083e-01
2.7639579878e-07	2.910875e+00	3.699351e+00	4.545450e+00	3.147666e+00	3.325906e+00	3.012096e+00	3.029905e-01	2.104084e-01	2.104084e-01	2.104084e-01
2.7639579878e-07	3.099893e+00	4.398886e+00	4.960003e+00	3.898372e+00	4.222798e+00	4.117437e+00	3.370427e-01	2.488786e-01	2.488786e-01	2.488786e-01
2.7639579878e-07	3.560668e+00	3.923905e+00	3.198014e+00	3.163848e+00	3.876317e+00	3.182796e+00	2.930482e-01	2.677211e-01	2.677211e-01	2.677211e-01
2.7639579878e-07	3.084331e+00	2.804092e+00	3.587868e+00	3.499521e+00	4.766421e+00	3.701720e+00	2.463196e-01	3.470169e-01	3.470169e-01	3.470169e-01
2.7639579878e-07	4.656398e+00	4.050096e+00	3.236181e+00	3.219018e+00	2.880282e+00	3.208161e+00	2.495508e-01	4.820551e-01	4.820551e-01	4.820551e-01
2.7639579878e-07	3.533012e+00	2.688501e+00	2.559584e+00	3.457087e+00	2.819635e+00	3.636300e+00	2.773892e-01	2.268956e-01	2.268956e-01	2.268956e-01
2.7639579878e-07	3.881565e+00	3.272114e+00	3.050121e+00	3.696389e+00	3.277746e+00	3.120550e+00	2.838516e-01	3.815615e-01	3.815615e-01	3.815615e-01
2.7639579878e-07	3.068799e+00	3.117505e+00	3.467698e+00	2.674400e+00	3.272846e+00	2.845516e+00	3.184010e-01	3.156126e-01	3.156126e-01	3.156126e-01
2.7639579878e-07	3.181044e+00	2.731302e+00	3.512084e+00	4.367063e+00	4.068071e+00	3.790433e+00	2.813661e-01	1.562361e-01	1.562361e-01	1.562361e-01
2.7639579878e-07	3.083972e+00	3.553527e+00	3.315869e+00	3.121098e+00	2.828893e+00	3.993740e+00	2.639671e-01	2.104084e-01	2.104084e-01	2.104084e-01
2.7639579878e-07	4.567156e+00	2.813681e+00	3.519613e+00	4.009361e+00	3.976035e+00	3.472367e+00	2.826089e-01	2.072680e-01	2.072680e-01	2.072680e-01
2.7639579878e-07	3.024835e+00	4.117326e+00	4.714062e+00	4.147497e+00	4.622429e+00	4.065803e+00	2.353831e-01	4.011892e-01	4.011892e-01	4.011892e-01
2.7639579878e-07	4.501132e+00	4.126551e+00	3.330123e+00	2.804704e+00	3.274376e+00	3.555542e+00	2.893199e-01	3.069764e-01	3.069764e-01	3.069764e-01
2.7639579878e-07	3.505771e+00	3.535083e+00	3.610296e+00	4.039405e+00	3.589934e+00	3.406204e+00	2.284235e-01	4.922615e-01	4.922615e-01	4.922615e-01
2.7639579878e-07	3.479415e+00	3.793181e+00	3.327253e+00	3.554242e+00	3.469480e+00	3.314306e+00	3.037362e-01	3.336700e-01	3.336700e-01	3.336700e-01
2.7639579878e-07	3.211872e+00	3.598875e+00	2.521323e+00	3.409787e+00	2.766921e+00	2.869655e+00	2.460710e-01	1.601616e-01	1.601616e-01	1.601616e-01
2.7639579878e-07	3.597633e+00	3.531998e+00	3.624567e+00	3.820461e+00	4.054572e+00	4.189931e+00	3.216322e-01	3.478020e-01	3.478020e-01	3.478020e-01
2.7639579878e-07	3.321532e+00	3.300797e+00	4.335542e+00	3.805323e+00	4.440262e+00	3.100260e+00	3.131813e-01	3.446615e-01	3.446615e-01	3.446615e-01
2.7639579878e-07	3.330275e+00	2.761786e+00	3.427614e+00	3.437901e+00	4.553758e+00	3.562662e+00	2.135101e-01	2.386722e-01	2.386722e-01	2.386722e-01
2.7639579878e-07	3.687278e+00	2.556973e+00	3.579066e+00	2.876346e+00	3.034042e+00	3.415690e+00	3.216322e-01	3.030509e-01	3.030509e-01	3.030509e-01
2.7639579878e-07	3.715784e+00	3.261562e+00	4.381953e+00	3.706243e+00	3.588242e+00	4.558947e+00	2.729151e-01	3.603637e-01	3.603637e-01	3.603637e-01
2.7639579878e-07	2.806304e+00	3.395969e+00	2.737434e+00	3.108871e+00	2.847589e+00	2.948524e+00	2.716724e-01	4.176764e-01	4.176764e-01	4.176764e-01
2.7639579878e-07	4.109976e+00	4.192034e+00	4.540716e+00	3.875802e+00	3.010890e+00	3.436048e+00	3.012506e-01	1.311127e-01	1.311127e-01	1.311127e-01
2.7639579878e-07	3.083375e+00	2.639198e+00	3.307767e+00	2.629590e+00	3.799988e+00	3.198314e+00	2.470653e-01	2.936296e-01	2.936296e-01	2.936296e-01
2.7639579878e-07	3.449586e+00	3.580945e+00	4.737191e+00	3.872848e+00	4.018433e+00	2.919880e+00	2.952852e-01	2.755722e-01	2.755722e-01	2.755722e-01
2.7639579878e-07	2.795380e+00	3.667170e+00	3.346694e+00	3.585921e+00	4.751957e+00	3.894631e+00	2.423427e-01	2.826382e-01	2.826382e-01	2.826382e-01
2.7639579878e-07	3.296256e+00	2.881807e+00	3.449517e+00	4.276857e+00	3.602828e+00	4.032041e+00	2.935453e-01	4.051147e-01	4.051147e-01	4.051147e-01
2.7639579878e-07	2.506721e+00	3.087001e+00	3.587786e+00	3.679743e+00	3.556003e+00	4.532910e+00	2.614815e-01	3.901977e-01	3.901977e-01	3.901977e-01
2.7639579878e-07	4.209544e+00	3.692595e+00	3.212496e+00	3.553075e+00	2.854321e+00	3.563553e+00	2.652099e-01	4.129658e-01	4.129658e-01	4.129658e-01
2.7639579878e-07	2.889014e+00	3.672991e+00	3.385734e+00	2.905678e+00	3.115353e+00	2.974377e+00	2.724180e-01	2.229701e-01	2.229701e-01	2.229701e-01
2.7639579878e-07	4.536094e+00	4.232224e+00	3.278827e+00	3.954549e+00	3.653537e+00	3.212457e+00	3.539446e-01	2.041276e-01	2.041276e-01	2.041276e-01
2.7639579878e-07	3.244027e+00	3.506765e+00	3.788402e+00	3.175763e+00	3.705327e+00	3.533544e+00	2.908112e-01	3.022658e-01	3.022658e-01	3.022658e-01
2.7639579878e-07	3.494810e+00	4.693075e+00	3.558494e+00	4.344611e+00	4.249958e+00	4.243112e+00	2.811175e-01	2.284658e-01	2.284658e-01	2.284658e-01
2.7639579878e-07	3.695939e+00	2.864482e+00	3.591468e+00	3.971263e+00	2.551894e+00	3.600988e+00	2.540248e-01	3.470169e-01	3.470169e-01	3.470169e-01
2.7639579878e-07	3.786384e+00	3.238560e+00	3.665801e+00	3.157708e+00	3.875081e+00	4.266761e+00	2.749036e-01	3.847019e-01	3.847019e-01	3.847019e-01
2.7639579878e-07	2.801031e+00	3.351839e+00	3.618794e+00	3.825507e+00	3.218143e+00	3.721128e+00	2.532792e-01	4.208168e-01	4.208168e-01	4.208168e-01
2.7639579878e-07	4.535420e+00	4.234794e+00	2.836728e+00	3.067593e+00	3.155496e+00	3.074258e+00	3.313259e-01	3.619339e-01	3.619339e-01	3.619339e-01
